Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
34.8,31.0,30.75,65.6,72.8,76.8,76.2,59.0,39.0,36.0,133.8,117.0,91.6,90.0,91.8,72.8,52.4,220.0,17.2,18.8,24.0,9.2,2018-02-26
34.6,31.0,30.75,65.6,72.8,76.8,76.2,59.0,39.0,36.0,133.8,117.0,91.6,90.0,91.8,72.8,52.4,220.0,17.2,18.6,24.0,9.2,2018-02-27
34.6,31.0,30.75,67.0,72.8,76.6,76.2,58.5,38.8,36.0,133.8,117.0,91.6,90.0,91.8,72.8,52.4,220.0,17.2,18.6,22.6,8.8,2018-02-28
34.4,31.0,31.0,67.0,72.8,76.6,76.2,58.5,38.6,36.0,133.8,117.0,91.6,90.0,91.8,72.8,52.4,220.0,17.2,18.6,20.8,9.0,2018-03-01
34.4,31.0,31.0,67.0,72.8,74.8,76.2,58.5,38.6,36.0,133.8,117.0,91.6,90.0,91.8,72.8,52.0,220.0,17.2,18.6,20.4,9.0,2018-03-02
34.4,31.0,31.0,67.0,72.8,74.8,76.2,58.5,38.6,36.0,133.8,117.0,91.6,90.0,91.8,72.8,52.0,220.0,17.2,18.6,21.0,8.6,2018-03-03
34.0,31.0,30.67,68.25,72.75,74.75,75.75,58.0,38.5,35.75,136.5,105.0,89.25,90.0,91.25,72.75,51.0,220.0,17.0,19.5,21.25,8.25,2018-03-04
34.4,30.8,31.0,67.0,72.8,74.8,76.2,58.5,38.6,36.0,133.8,117.0,91.6,90.0,91.8,73.6,51.6,220.0,17.0,18.6,19.2,9.0,2018-03-05
34.0,30.8,31.0,67.0,73.2,74.6,76.2,58.5,38.6,36.0,133.8,117.0,91.6,90.0,92.2,75.4,51.2,220.0,17.0,18.6,18.8,9.2,2018-03-06
33.8,30.4,31.0,67.4,73.0,74.4,75.8,61.0,38.0,36.0,133.8,117.0,92.2,90.0,92.6,78.6,51.2,220.0,17.0,18.6,19.6,10.0,2018-03-07
33.8,30.4,31.0,67.4,72.8,74.6,76.2,59.5,38.0,36.0,133.8,117.0,92.2,90.0,92.8,78.6,51.2,220.0,17.0,18.6,19.6,9.8,2018-03-08
33.8,30.4,31.0,67.4,72.8,74.2,76.4,59.5,38.0,36.0,133.8,117.0,92.2,90.0,92.8,78.6,51.2,220.0,17.0,18.6,19.6,9.8,2018-03-09
33.8,30.4,31.0,67.4,72.8,74.2,76.4,59.5,38.0,36.0,133.8,117.0,92.2,90.0,92.8,78.6,51.2,220.0,17.0,18.6,19.6,9.8,2018-03-10
32.0,30.33,31.5,69.0,73.0,75.33,75.67,60.81400000000001,38.0,35.33,135.33,104.26933333333336,91.67,88.4357142857143,94.67,83.67,47.33,220.0,17.0,19.33,20.0,10.0,2018-03-11
33.8,30.4,31.0,67.4,72.8,74.2,76.4,59.5,37.8,36.0,133.8,117.0,92.2,90.0,92.8,80.0,51.0,220.0,17.0,18.6,18.8,9.2,2018-03-12
33.8,30.4,31.0,66.6,72.4,73.6,76.0,59.5,37.8,36.0,133.8,117.0,92.2,90.0,92.8,80.0,51.0,220.0,17.0,19.0,19.0,9.0,2018-03-13
33.8,30.4,31.0,66.6,72.8,72.8,75.4,59.5,37.8,36.0,133.6,117.0,92.2,90.0,93.4,80.2,51.0,220.0,17.0,19.4,19.0,8.6,2018-03-14
33.8,30.4,31.0,66.6,72.8,72.8,75.4,59.5,37.8,36.0,133.6,117.0,92.2,90.0,93.4,80.2,51.0,220.0,17.0,19.4,18.6,9.2,2018-03-15
33.8,30.4,31.0,66.6,72.8,72.8,75.4,59.5,37.8,36.0,133.6,117.0,92.2,90.0,93.4,80.2,51.0,220.0,17.0,19.4,18.0,9.6,2018-03-16
33.0,30.5,31.67,67.75,73.0,74.25,75.5,61.0,37.75,35.75,132.0,129.0,94.0,91.975,95.5,83.0,49.25,220.0,17.0,19.25,18.0,9.25,2018-03-17
33.0,30.5,31.67,67.75,73.0,74.25,75.5,61.0,37.75,35.75,132.0,129.0,94.0,87.66800000000002,95.5,83.0,49.25,220.0,17.0,19.25,18.0,9.5,2018-03-18
33.8,30.4,31.0,66.6,72.8,72.8,75.4,59.5,37.6,36.0,133.6,117.0,92.2,90.0,93.4,80.0,51.2,220.0,17.0,19.6,17.2,13.6,2018-03-19
33.8,30.4,31.0,66.6,72.8,72.4,75.4,59.5,37.6,36.0,133.6,117.0,92.8,90.0,93.4,80.0,51.2,220.0,17.0,20.0,17.2,15.4,2018-03-20
33.8,30.2,31.25,67.0,72.8,72.6,75.8,59.5,37.4,36.0,133.6,117.0,93.4,90.0,93.2,80.0,51.0,220.0,17.0,20.0,17.0,14.0,2018-03-21
33.8,30.2,31.25,67.0,72.8,72.6,75.8,59.5,37.4,36.0,133.6,117.0,93.4,90.0,93.2,80.0,51.0,220.0,17.0,20.0,16.8,13.0,2018-03-22
33.8,30.2,31.25,67.0,72.8,72.6,75.8,59.5,37.4,36.0,133.6,116.5,93.4,90.0,93.2,80.0,51.0,220.0,17.0,20.0,16.8,12.2,2018-03-23
33.0,30.25,32.0,68.25,73.0,74.0,76.0,61.0,37.25,35.75,132.0,128.0,95.5,90.96450000000002,95.25,82.75,49.25,220.0,17.0,20.0,17.25,10.75,2018-03-24
33.0,30.25,32.0,68.25,73.0,74.0,76.0,61.0,37.25,35.75,132.0,128.0,95.5,88.89133333333334,95.25,82.75,49.25,220.0,17.0,20.0,17.25,10.75,2018-03-25
33.8,30.2,31.25,65.6,72.4,72.4,75.8,59.5,37.4,36.0,133.6,116.5,93.4,90.0,93.2,80.0,51.0,220.0,17.0,19.6,18.0,14.8,2018-03-26
33.8,30.2,31.25,65.6,72.4,72.4,75.8,59.5,37.4,36.0,133.6,116.5,93.4,90.0,93.2,80.0,51.0,220.0,17.0,19.6,17.4,14.6,2018-03-27
33.8,30.2,31.0,65.8,72.0,72.2,76.0,60.0,37.2,36.0,133.6,117.0,93.6,90.0,93.2,80.2,50.8,220.0,17.0,19.6,17.4,14.0,2018-03-28
33.8,30.2,31.0,65.8,72.0,72.2,76.0,60.0,37.2,36.0,133.6,117.0,93.6,90.0,93.2,80.2,50.8,220.0,17.0,19.6,17.4,14.0,2018-03-29
33.8,30.2,31.0,65.8,72.0,72.2,76.0,60.0,37.2,36.0,133.6,117.0,93.6,90.0,93.2,80.2,50.8,220.0,17.0,19.6,17.6,14.0,2018-03-30
33.0,30.25,31.67,66.75,72.0,73.0,76.25,62.0,37.0,35.75,132.0,129.0,95.75,91.83285714285714,95.25,83.0,49.0,220.0,17.0,20.0,18.25,14.75,2018-03-31
33.8,30.2,31.0,65.8,72.0,72.25,75.4,60.0,37.2,36.0,133.6,117.0,93.6,90.0,93.2,80.2,50.8,220.0,17.0,20.0,17.6,14.4,2018-04-01
33.6,30.2,31.0,65.8,71.8,71.4,75.4,60.0,36.6,36.0,133.6,117.0,93.6,90.0,93.0,80.6,50.8,220.0,17.0,20.2,16.4,13.2,2018-04-02
33.6,30.2,31.0,65.8,71.8,71.4,75.4,60.0,36.6,36.0,133.6,117.0,93.6,90.0,93.0,80.6,51.2,220.0,17.0,20.4,16.6,13.0,2018-04-03
33.6,30.4,31.0,64.8,71.6,72.0,75.0,58.0,36.2,36.0,133.6,116.5,93.6,90.0,93.2,80.8,50.8,220.0,17.0,20.4,16.6,12.6,2018-04-04
28.0,29.0,32.0,68.0,72.0,68.0,75.0,61.88551724137931,35.0,37.0,135.0,109.15250000000002,79.0,91.76884615384614,95.0,82.0,46.0,220.0,17.0,20.0,16.0,13.6,2018-04-05
33.6,30.4,31.0,64.6,71.6,72.2,75.6,58.5,36.2,36.0,133.6,116.5,93.6,90.0,94.0,82.4,51.2,220.0,17.0,20.4,15.8,13.8,2018-04-06
33.6,30.4,31.0,64.6,71.6,72.2,75.6,58.5,36.2,36.0,133.6,116.5,93.6,90.0,94.4,83.0,50.6,220.0,17.0,20.4,15.8,14.4,2018-04-07
33.6,30.4,31.0,64.6,71.6,72.2,75.6,58.5,36.2,36.0,133.6,116.5,93.6,90.0,94.4,83.0,50.6,220.0,17.0,20.4,16.0,14.8,2018-04-08
33.6,30.4,31.0,64.0,70.8,71.6,75.6,58.5,36.2,36.0,133.6,118.5,94.6,90.0,94.4,83.2,50.4,220.0,17.0,21.8,15.2,13.2,2018-04-09
33.6,30.4,31.0,64.0,70.8,71.6,75.6,58.5,36.0,36.0,133.6,118.5,94.6,90.0,94.4,83.2,50.0,220.0,17.0,21.6,15.2,13.0,2018-04-10
33.6,30.4,31.0,63.2,71.0,72.4,76.0,58.5,36.0,36.0,133.6,116.5,93.6,90.0,94.2,83.4,50.0,220.0,17.0,22.0,16.2,12.8,2018-04-11
33.6,30.4,31.0,63.2,71.0,72.4,76.0,58.5,36.0,36.0,133.6,116.5,93.6,90.0,94.2,83.4,50.0,220.0,17.0,22.0,16.2,12.2,2018-04-12
33.6,30.4,31.0,63.2,71.0,72.4,76.0,58.5,36.0,36.0,133.6,116.5,93.6,90.0,94.2,83.4,50.0,220.0,17.0,22.0,16.2,12.6,2018-04-13
32.75,30.5,31.67,64.25,71.25,73.0,75.75,59.0,35.75,35.75,132.0,128.0,95.75,88.76062499999999,95.25,84.25,49.5,220.0,17.0,22.5,16.75,12.25,2018-04-14
34.33,31.0,31.5,64.0,71.67,74.0,76.0,59.0,36.0,35.33,131.0,128.0,101.33,88.66375,95.33,84.67,50.67,220.0,17.0,22.0,15.67,12.33,2018-04-15
33.8,30.4,31.0,61.0,71.0,72.4,75.0,58.5,35.8,36.0,133.6,116.5,93.6,90.0,94.2,83.2,50.0,220.0,17.0,22.0,15.8,14.8,2018-04-16
33.8,30.4,31.0,61.0,71.0,72.4,75.0,58.5,35.8,36.0,133.6,116.5,93.6,90.0,94.2,83.2,50.0,220.0,17.0,23.0,15.6,14.0,2018-04-17
33.8,30.2,31.0,60.6,70.6,72.4,74.6,58.5,35.0,36.0,133.6,116.5,93.6,90.0,94.6,83.4,50.0,220.0,17.0,24.4,15.0,13.6,2018-04-18
34.0,30.2,31.0,60.6,70.6,72.4,74.6,58.5,35.0,36.0,133.6,116.5,93.6,90.0,94.6,83.4,50.0,220.0,17.0,24.8,15.2,13.4,2018-04-19
34.0,30.2,31.0,61.4,70.6,72.4,74.6,58.5,34.8,36.0,133.6,116.5,93.6,90.0,94.6,83.2,50.0,220.0,17.0,24.8,14.6,12.8,2018-04-20
34.0,30.2,31.0,61.4,70.6,72.4,74.6,58.5,34.8,36.0,133.6,116.5,93.6,90.0,94.6,83.2,50.0,220.0,17.0,24.8,14.6,12.8,2018-04-21
33.25,30.25,31.67,62.0,70.75,73.0,74.0,59.0,34.5,35.75,132.0,128.0,95.75,89.06428571428572,95.75,84.0,49.5,220.0,17.0,24.25,15.0,13.75,2018-04-22
34.0,30.2,31.0,61.0,70.6,72.4,74.6,58.5,34.6,36.0,135.6,116.5,93.6,90.0,94.6,83.2,50.0,220.0,17.0,25.0,15.4,14.0,2018-04-23
33.8,30.2,31.0,61.0,70.6,72.8,74.6,58.5,34.4,36.0,135.6,116.5,93.6,90.0,93.8,83.2,50.0,220.0,17.0,25.0,15.4,13.4,2018-04-24
34.0,30.2,31.0,61.6,70.6,73.2,74.6,58.5,34.0,36.0,137.2,116.5,93.6,90.0,93.8,83.0,50.0,220.0,17.0,25.0,14.8,13.4,2018-04-25
34.0,30.2,31.0,61.6,70.6,73.2,74.6,58.5,34.0,36.0,137.2,119.0,92.6,92.5908,94.6,83.0,50.0,220.0,17.0,25.0,14.6,12.4,2018-04-26
34.0,30.2,31.0,61.6,70.6,73.2,74.6,58.5,34.0,36.0,137.2,119.0,92.8,92.68,94.6,82.6,50.0,220.0,17.0,25.0,14.6,12.2,2018-04-27
34.0,30.2,31.0,61.4,70.4,73.2,74.6,56.5,33.4,36.0,137.8,119.0,94.0,93.0125,95.6,83.6,50.0,220.0,17.0,25.0,14.8,12.2,2018-04-28
34.0,30.2,31.0,61.4,70.4,73.2,74.6,56.5,33.4,36.0,137.8,119.0,94.0,90.345625,95.6,83.6,50.0,220.0,17.0,25.0,14.8,12.2,2018-04-29
34.0,30.2,31.0,62.4,70.4,73.2,74.6,56.5,33.4,36.0,137.2,119.0,94.0,91.3975,95.6,83.8,50.0,220.0,17.0,24.6,14.8,13.0,2018-04-30
35.67,30.67,30.67,62.33,70.67,73.67,76.0,56.5,34.0,36.0,138.33,119.0,95.33,89.614,96.0,84.67,52.0,220.0,17.0,24.33,14.67,12.0,2018-05-01
34.0,30.2,31.0,61.8,70.4,72.8,74.6,56.5,33.4,36.0,137.0,119.0,94.0,91.99923076923076,95.6,83.6,49.4,220.0,17.0,24.2,14.8,13.0,2018-05-02
34.0,30.2,31.0,61.4,70.4,72.8,74.6,56.5,33.4,36.0,137.2,119.0,94.0,92.43846153846154,95.6,83.6,49.4,220.0,17.0,24.2,14.6,12.2,2018-05-03
34.0,30.2,30.75,61.2,70.4,73.4,75.2,56.0,32.8,36.0,137.4,119.0,94.0,91.99958333333332,95.6,83.6,49.8,220.0,17.0,24.2,14.4,11.0,2018-05-04
34.0,30.2,30.75,61.2,70.4,73.4,75.2,56.0,32.8,36.0,137.4,119.0,94.0,92.61428571428571,95.6,83.6,49.8,220.0,17.0,24.2,14.4,11.0,2018-05-05
33.5,30.25,31.33,62.5,70.75,73.75,74.75,58.0,33.0,35.75,136.0,128.0,96.0,89.26666666666667,95.75,83.25,49.25,220.0,17.0,24.0,14.5,10.75,2018-05-06
34.0,30.2,30.75,61.2,70.4,73.4,75.2,56.0,32.8,36.0,136.8,119.0,94.0,92.72,95.6,83.6,49.8,220.0,17.0,24.4,14.8,11.8,2018-05-07
33.8,30.2,30.75,61.2,70.4,73.4,75.2,56.0,32.8,36.0,136.8,119.0,94.0,92.5703846153846,95.6,83.6,49.8,220.0,17.0,24.0,14.6,11.0,2018-05-08
33.8,30.4,31.0,61.0,70.4,72.8,75.4,55.0,33.2,36.0,137.4,119.0,94.0,92.1153846153846,95.6,83.6,49.8,220.0,17.0,24.4,14.6,12.0,2018-05-09
33.8,30.4,31.0,61.0,70.4,72.8,75.4,55.0,33.2,36.0,137.4,119.0,94.0,92.84692307692308,95.6,83.6,49.8,220.0,17.0,24.6,14.6,12.0,2018-05-10
33.8,30.4,31.0,61.0,70.4,72.8,75.4,55.0,33.2,36.0,137.4,119.0,94.0,92.00269230769231,95.6,83.6,49.8,220.0,17.0,24.6,15.6,12.4,2018-05-11
33.8,30.4,31.0,60.0,70.4,72.8,75.4,55.0,33.2,36.0,138.8,119.0,94.0,93.38222222222224,95.6,83.6,49.8,220.0,17.0,24.6,15.6,12.2,2018-05-12
33.8,30.4,31.0,60.0,70.4,72.8,75.4,55.0,33.2,36.0,138.8,119.0,94.0,88.09071428571428,95.6,83.6,49.8,220.0,17.0,24.6,15.8,12.2,2018-05-13
33.8,30.4,31.0,59.2,70.4,72.8,75.4,55.0,32.8,36.0,135.5,119.0,94.0,92.55777777777776,95.6,84.0,49.4,220.0,17.0,24.8,14.6,13.4,2018-05-14
33.8,30.4,31.0,59.2,70.4,72.8,75.4,55.0,32.8,36.0,135.5,119.0,94.0,92.92730769230768,95.6,84.0,49.0,220.0,17.0,24.8,14.6,13.2,2018-05-15
33.8,30.2,31.25,59.6,71.0,73.2,75.0,56.5,32.8,36.0,135.75,119.0,94.0,92.49541666666666,95.6,84.25,49.4,220.0,17.0,24.2,14.4,13.2,2018-05-16
33.8,30.2,31.25,59.6,71.0,73.2,75.0,56.5,32.8,36.0,138.0,128.0,94.0,92.5148,95.6,84.25,49.4,220.0,17.0,24.2,14.4,13.4,2018-05-17
33.8,30.2,31.25,59.6,71.0,73.2,75.0,56.5,32.8,36.0,138.0,128.0,94.0,93.3488888888889,95.6,84.0,49.4,220.0,17.0,24.2,14.6,13.2,2018-05-18
33.8,30.2,31.25,59.6,71.0,73.2,75.0,56.5,32.8,36.0,138.0,128.0,94.0,92.83863636363635,95.6,84.0,49.4,220.0,17.0,24.2,14.6,13.8,2018-05-19
33.8,30.2,31.25,59.6,71.0,73.2,75.0,56.5,32.8,36.0,138.0,128.0,94.0,89.47857142857144,95.6,84.0,49.4,220.0,17.0,24.2,14.8,14.0,2018-05-20
33.8,30.2,31.25,59.4,70.8,73.2,75.0,56.5,32.6,36.0,139.0,128.0,94.0,93.31035714285714,95.6,84.2,49.4,220.0,17.0,24.2,14.6,13.0,2018-05-21
33.8,30.2,31.25,59.4,70.8,73.2,75.0,56.5,32.6,36.0,139.0,128.0,94.0,92.3274074074074,95.6,84.2,49.4,220.0,17.0,24.2,14.6,12.4,2018-05-22
33.8,30.2,31.75,59.2,70.4,73.4,75.6,57.0,32.6,36.0,139.0,128.0,94.0,92.72518518518518,95.6,84.4,50.0,220.0,17.0,25.4,14.2,12.6,2018-05-23
33.8,30.2,31.75,59.2,70.4,73.4,75.6,57.0,32.6,36.0,139.0,128.0,94.0,93.1004,95.6,84.4,50.0,220.0,17.0,26.2,14.2,13.6,2018-05-24
33.8,30.2,31.75,59.2,70.4,73.4,75.6,57.0,32.6,36.0,139.0,128.0,94.0,92.71607142857144,95.6,84.4,50.0,220.0,17.0,25.8,14.4,14.0,2018-05-25
33.25,30.25,32.67,60.0,70.5,73.5,75.25,60.0,32.75,35.75,138.75,128.0,96.0,94.3265,95.75,84.25,49.5,220.0,17.0,25.75,14.75,14.25,2018-05-26
33.8,30.2,31.75,59.2,70.4,73.4,75.6,57.0,32.6,36.0,139.0,128.0,94.0,88.34666666666668,95.6,84.4,50.0,220.0,17.0,25.8,14.6,14.8,2018-05-27
33.8,30.2,31.75,59.2,70.4,73.4,76.0,57.0,32.6,36.0,139.0,128.0,94.0,92.91892857142857,95.6,84.4,50.0,220.0,17.0,25.8,14.8,13.8,2018-05-28
33.8,30.2,31.75,59.2,70.4,73.4,76.0,57.0,32.6,36.0,139.0,128.0,94.0,91.7396153846154,95.6,84.4,50.0,220.0,17.0,25.0,14.6,14.2,2018-05-29
33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128.0,94.0,93.03035714285714,95.4,84.6,49.6,220.0,17.0,25.2,14.6,14.8,2018-05-30
33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128.0,94.0,92.83896551724138,95.4,84.6,49.6,220.0,17.0,25.2,14.6,15.2,2018-05-31
33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128.0,94.2,92.13571428571429,95.6,84.8,50.2,220.0,17.0,25.2,15.2,16.6,2018-06-01
33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128.0,94.2,92.385,95.6,84.8,50.2,220.0,17.0,25.2,15.2,16.6,2018-06-02
33.8,30.2,31.75,59.8,70.6,73.6,76.2,56.5,32.8,36.4,139.6,128.0,94.2,88.21214285714287,95.6,84.8,50.2,220.0,17.0,25.2,15.2,16.6,2018-06-03
33.8,30.2,31.75,59.8,71.0,73.6,76.4,56.5,33.4,36.4,140.2,128.0,94.2,92.42111111111112,95.6,84.8,49.6,220.0,17.0,25.6,16.8,16.4,2018-06-04
33.8,30.2,31.75,60.0,70.6,73.6,76.2,56.5,33.4,36.4,140.2,128.0,94.2,93.2907142857143,95.6,84.8,49.2,220.0,17.0,25.6,16.8,17.0,2018-06-05
33.8,30.2,31.75,60.0,70.6,73.6,76.2,56.5,33.4,36.4,140.4,128.0,94.2,93.35517241379311,95.6,84.8,49.2,220.0,17.0,26.0,16.8,17.0,2018-06-06
33.8,30.2,31.75,60.0,70.6,73.6,76.2,56.5,33.4,36.4,140.4,128.0,94.2,93.26678571428572,95.6,84.6,49.2,220.0,17.0,25.6,17.8,17.6,2018-06-07
33.8,30.2,31.25,60.0,70.6,73.6,76.2,56.5,33.6,36.4,140.4,128.0,94.2,92.65444444444444,95.6,84.6,49.2,220.0,17.0,26.0,18.0,17.2,2018-06-08
33.75,29.75,31.33,57.75,70.75,73.5,76.5,56.5,34.5,36.5,136.5,128.0,93.75,94.70176470588235,95.25,84.0,49.5,220.0,17.0,26.25,17.5,17.0,2018-06-09
33.25,30.25,32.0,61.0,70.75,73.75,76.0,59.0,35.0,36.25,140.5,128.0,96.0,89.31333333333333,95.5,84.25,48.5,220.0,17.0,26.25,18.5,17.25,2018-06-10
34.6,30.2,32.0,60.0,70.4,73.8,76.4,56.5,38.2,36.4,140.4,128.0,94.2,93.12285714285714,96.0,84.6,48.4,220.0,17.0,25.6,17.2,16.6,2018-06-11
34.6,30.2,32.0,60.0,70.4,73.8,76.4,56.5,38.2,36.4,140.4,128.0,94.2,92.3325,96.0,84.6,48.4,220.0,17.0,25.4,17.6,17.2,2018-06-12
34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39.0,36.4,140.4,128.0,94.2,93.33857142857144,96.0,84.6,49.0,220.0,17.0,26.2,18.2,17.6,2018-06-13
34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39.0,36.4,140.4,128.0,94.2,93.13814814814816,96.0,84.6,49.0,220.0,17.0,26.2,17.4,17.2,2018-06-14
34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39.0,36.4,140.4,128.0,94.2,91.91391304347826,96.0,84.6,49.6,220.0,17.0,26.2,17.8,17.0,2018-06-15
34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39.0,36.4,140.4,128.0,94.2,89.759375,96.0,84.6,49.6,220.0,17.0,26.2,17.8,17.0,2018-06-16
34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39.0,36.4,140.4,128.0,94.2,89.07461538461538,96.0,84.6,49.6,220.0,17.0,26.2,17.8,17.2,2018-06-17
34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39.0,36.4,135.5,128.0,94.2,93.4648275862069,97.2,84.4,49.6,220.0,17.0,25.6,18.6,19.4,2018-06-18
34.6,30.2,31.5,59.4,70.4,73.8,75.8,57.5,39.0,36.4,139.6,128.0,94.2,93.48206896551724,97.2,84.4,49.6,220.0,17.0,25.6,19.2,20.4,2018-06-19
34.6,30.8,31.5,57.8,70.4,73.4,76.0,57.5,38.8,36.4,139.6,128.0,94.2,93.28444444444445,97.8,84.4,49.8,220.0,17.0,26.0,18.8,20.0,2018-06-20
34.6,30.8,31.5,57.8,70.4,73.4,76.0,57.5,38.8,36.4,139.6,128.0,94.2,93.04555555555557,98.0,84.2,49.8,220.0,17.0,26.0,18.8,20.4,2018-06-21
34.6,30.8,31.5,57.4,70.4,73.4,76.0,57.5,38.8,36.4,139.6,128.0,95.4,93.29827586206896,98.0,84.2,49.8,220.0,17.0,26.0,19.4,20.4,2018-06-22
35.25,31.0,31.5,57.25,70.5,73.5,76.25,57.5,38.5,36.75,141.75,128.0,93.0,92.27095238095238,98.0,84.25,50.25,220.0,17.0,26.25,19.75,21.0,2018-06-23
34.6,30.8,31.5,57.4,70.4,73.4,76.0,57.5,38.8,36.4,139.6,128.0,95.4,88.49666666666667,98.0,84.2,49.8,220.0,17.0,26.0,19.8,20.4,2018-06-24
34.6,30.8,31.5,57.2,70.4,73.4,76.0,57.5,38.0,36.4,139.6,128.0,94.8,92.80321428571428,98.6,84.2,49.6,220.0,17.0,25.6,19.0,18.6,2018-06-25
34.6,30.8,31.5,57.2,70.4,73.4,76.0,57.5,38.0,36.4,139.6,128.0,94.8,93.19333333333331,98.6,84.2,49.6,220.0,17.0,25.0,18.8,17.4,2018-06-26
34.6,30.6,31.5,57.2,70.2,72.6,75.2,57.5,37.2,36.4,139.6,128.0,94.8,93.2748275862069,97.8,83.6,49.0,220.0,17.0,25.6,17.4,16.2,2018-06-27
34.6,30.6,31.5,57.2,70.2,72.6,75.2,57.5,37.2,36.4,139.6,128.0,94.8,93.1725,97.4,83.4,49.0,220.0,17.0,25.6,17.4,16.2,2018-06-28
34.6,30.6,31.5,57.2,70.2,72.6,75.2,57.5,37.2,36.4,139.6,128.0,94.8,93.21428571428572,97.4,83.4,49.0,220.0,17.0,25.0,17.8,14.6,2018-06-29
34.6,30.6,31.5,57.2,70.2,72.6,75.2,57.5,37.2,36.4,139.6,128.0,94.8,91.94142857142856,97.4,83.4,49.0,220.0,17.0,25.0,17.8,14.6,2018-06-30
34.6,30.6,31.5,57.2,70.2,72.6,75.2,57.5,37.2,36.4,139.6,128.0,94.8,88.095625,97.4,83.4,49.0,220.0,17.0,25.0,17.8,14.6,2018-07-01
34.4,30.6,31.5,57.2,70.2,72.6,75.2,57.5,37.8,36.4,139.6,128.0,95.0,93.51620689655172,98.0,83.8,49.0,220.0,17.0,25.6,19.6,20.4,2018-07-02
34.4,30.6,31.5,57.2,70.2,72.6,75.2,57.5,38.2,36.4,139.6,120.0,95.4,93.08333333333331,98.0,83.4,49.0,220.0,17.0,25.6,20.0,18.0,2018-07-03
34.4,30.6,31.5,57.8,70.2,74.2,75.6,57.5,38.8,36.4,139.6,120.0,95.4,93.66344827586208,98.0,83.6,49.6,220.0,17.0,26.6,21.2,19.4,2018-07-04
34.4,30.6,31.5,57.8,70.2,74.2,75.6,57.5,38.8,36.4,139.6,120.0,95.4,92.5362962962963,98.6,83.6,49.6,220.0,17.0,27.6,22.0,19.6,2018-07-05
34.4,30.6,31.5,57.8,70.2,74.2,75.6,57.5,38.8,36.4,139.6,120.0,95.4,93.65137931034482,98.6,83.6,49.6,220.0,17.0,27.6,21.0,21.6,2018-07-06
33.5,30.25,30.67,57.25,70.25,74.0,75.5,57.5,39.0,36.5,135.5,120.0,93.75,92.26428571428572,98.75,83.5,50.0,220.0,17.0,27.0,21.25,22.0,2018-07-07
34.4,30.6,31.5,57.8,70.2,74.2,75.6,57.5,38.8,36.4,139.6,120.0,95.4,89.41533333333334,98.6,83.6,49.6,220.0,17.0,27.6,21.8,23.0,2018-07-08
34.2,30.6,31.5,57.8,70.6,74.0,75.0,57.5,38.6,36.4,138.2,120.0,95.4,94.02285714285716,99.0,83.2,50.0,220.0,17.0,27.6,21.0,23.4,2018-07-09
34.2,30.6,31.5,57.8,70.6,74.0,75.0,57.5,38.6,36.4,138.2,120.0,95.4,93.62107142857144,99.0,83.2,50.0,220.0,17.0,27.8,23.0,22.2,2018-07-10
34.2,30.6,31.5,57.6,70.6,74.0,75.0,57.5,38.8,36.4,133.75,120.0,95.4,93.75,99.0,83.0,50.0,220.0,17.0,27.2,22.6,22.6,2018-07-11
34.2,30.6,31.5,57.6,70.6,74.0,75.0,57.5,38.8,36.4,135.4,120.0,95.4,93.95678571428572,99.0,83.0,50.0,220.0,17.0,27.0,23.8,21.8,2018-07-12
34.75,30.75,31.5,57.5,70.75,74.0,75.75,57.5,38.5,36.75,136.5,120.0,93.0,91.96814814814816,98.5,82.75,50.5,220.0,17.0,27.5,23.0,21.75,2018-07-13
33.8,30.6,31.5,58.8,71.4,74.8,75.4,57.5,38.8,36.4,135.4,120.0,95.4,92.65473684210528,99.0,83.0,50.0,220.0,17.0,27.2,23.8,21.6,2018-07-14
33.8,30.6,31.5,58.8,71.4,74.8,75.4,57.5,38.8,36.4,135.4,120.0,95.4,89.30076923076922,99.0,83.0,50.0,220.0,17.0,27.4,23.8,21.6,2018-07-15
34.0,30.6,31.5,58.8,71.4,74.8,75.4,57.5,38.8,36.4,135.4,120.0,95.4,93.6851851851852,99.0,83.2,50.0,220.0,17.0,27.6,23.4,23.8,2018-07-16
34.0,30.6,31.5,58.8,71.4,74.8,75.4,61.67,38.8,36.4,135.4,120.0,95.4,94.03571428571428,99.0,83.2,50.0,220.0,17.0,28.0,23.2,26.2,2018-07-17
